Date,Open,High,Low,Close,Adj Close,Volume
2006-01-09,1210.319946,1217.313965,1205.248047,1215.667969,1215.667969,28800
2006-01-10,1215.848022,1220.755981,1203.651001,1220.618042,1220.618042,26800
2006-01-11,1219.811035,1223.558960,1204.041016,1211.052979,1211.052979,30600
2006-01-12,1208.765991,1227.302002,1205.282959,1226.703979,1226.703979,27000
2006-01-13,1228.156982,1231.223022,1214.880981,1221.458984,1221.458984,27800
2006-01-16,1221.109985,1221.385986,1202.587036,1202.869019,1202.869019,25200
2006-01-17,1200.255005,1209.024048,1198.838989,1208.437988,1208.437988,19800
2006-01-18,1207.525024,1234.529053,1206.359009,1233.349976,1233.349976,26600
2006-01-19,1235.083008,1251.957031,1230.849976,1251.576050,1251.576050,33600
2006-01-20,1251.409058,1258.697998,1247.204956,1255.307983,1255.307983,33200
2006-01-23,1254.776978,1257.347046,1244.274048,1255.774048,1255.774048,29000
2006-01-24,1256.005005,1262.087036,1247.006958,1252.062012,1252.062012,29600
2006-01-25,1251.269043,1260.173950,1245.916016,1258.046021,1258.046021,26600
2006-02-06,1263.003052,1287.665039,1263.003052,1287.625977,1287.625977,29200
2006-02-07,1289.453003,1297.404053,1270.404053,1282.095947,1282.095947,38400
2006-02-08,1282.120972,1291.737061,1276.020020,1290.055054,1290.055054,32800
2006-02-09,1288.965942,1288.965942,1266.811035,1269.453979,1269.453979,29000
2006-02-10,1269.536011,1284.095947,1266.224976,1282.656006,1282.656006,26400
2006-02-13,1283.776001,1284.951050,1267.561035,1279.640015,1279.640015,26200
2006-02-14,1279.626953,1286.421021,1275.849976,1286.327026,1286.327026,22600
2006-02-15,1289.137939,1300.994995,1288.636963,1299.166016,1299.166016,30200
2006-02-16,1298.496948,1298.496948,1268.563965,1270.633057,1270.633057,32400
2006-02-17,1269.400024,1280.041016,1265.140991,1267.407959,1267.407959,26000
2006-02-20,1268.107056,1279.422974,1265.380005,1267.541992,1267.541992,21600
2006-02-21,1266.645020,1288.546021,1256.807983,1288.418945,1288.418945,26600
2006-02-22,1288.853027,1297.938965,1282.910034,1284.225952,1284.225952,28600
2006-02-23,1284.130005,1289.942993,1273.942017,1288.847046,1288.847046,22800
2006-02-24,1289.433960,1297.343018,1286.962036,1296.865967,1296.865967,23600
2006-02-27,1297.687012,1304.613037,1293.467041,1297.186035,1297.186035,26800
2006-02-28,1294.807007,1299.473022,1277.740967,1299.030029,1299.030029,23600
2006-03-01,1299.154053,1308.196045,1297.762939,1306.586060,1306.586060,23600
2006-03-02,1306.584961,1307.639038,1281.571045,1285.666016,1285.666016,28400
2006-03-03,1284.605957,1295.411011,1275.624023,1293.296997,1293.296997,25000
2006-03-06,1292.746948,1296.847046,1286.644043,1288.954956,1288.954956,20400
2006-03-07,1288.255005,1288.255005,1257.540039,1259.916016,1259.916016,22600
2006-03-08,1256.685059,1258.239014,1238.156006,1250.384033,1250.384033,19800
2006-03-09,1247.462036,1253.758057,1242.681030,1245.166016,1245.166016,15400
2006-03-10,1245.187988,1253.911011,1240.750977,1245.652954,1245.652954,14000
2006-03-13,1245.300049,1260.071045,1245.300049,1259.673950,1259.673950,13800
2006-03-14,1260.421997,1262.751953,1250.276978,1259.043945,1259.043945,14800
2006-03-15,1259.230957,1275.515015,1258.145996,1274.812012,1274.812012,18400
2006-03-16,1274.614990,1277.193970,1270.831055,1274.189941,1274.189941,18400
2006-03-17,1273.010010,1276.628052,1265.605957,1269.462036,1269.462036,18800
2006-03-20,1269.581055,1288.970947,1264.410034,1288.417969,1288.417969,20200
2006-03-21,1288.555054,1297.608032,1285.431030,1290.395020,1290.395020,24400
2006-03-22,1289.461060,1296.911987,1281.128052,1296.706055,1296.706055,22400
2006-03-23,1296.193970,1302.791016,1289.525024,1302.457031,1302.457031,25400
2006-03-24,1302.140991,1308.057007,1293.296021,1294.703979,1294.703979,24400
2006-03-27,1296.066040,1296.593018,1283.682007,1295.915039,1295.915039,20600
2006-03-28,1295.760010,1302.647949,1293.000000,1298.791016,1298.791016,25000
2006-03-29,1299.383057,1313.125000,1296.589966,1305.567017,1305.567017,34200
2006-03-30,1305.843018,1308.495972,1293.828979,1294.718018,1294.718018,26000
2006-03-31,1291.517944,1298.750977,1285.734985,1298.295044,1298.295044,26600
2006-04-03,1298.683960,1319.484985,1298.683960,1319.470947,1319.470947,32800
2006-04-04,1319.837036,1330.104980,1315.331055,1329.797974,1329.797974,37200
2006-04-05,1330.561035,1341.504028,1326.532959,1340.161987,1340.161987,37800
2006-04-06,1341.735962,1348.520020,1336.137939,1339.737061,1339.737061,41800
2006-04-07,1340.645996,1345.291016,1330.512939,1342.964966,1342.964966,40600
2006-04-10,1344.239014,1359.407959,1339.522949,1359.081055,1359.081055,41400
2006-04-11,1360.978027,1366.522949,1350.322998,1362.229004,1362.229004,43800
2006-04-12,1361.740967,1364.691040,1355.655029,1360.131958,1360.131958,37200
2006-04-13,1359.277954,1364.316040,1331.682007,1332.329956,1332.329956,41200
2006-04-14,1330.094971,1360.093994,1328.435059,1359.537964,1359.537964,37800
2006-04-17,1360.644043,1383.654053,1353.395996,1378.614014,1378.614014,42200
2006-04-18,1379.812988,1391.378052,1370.152954,1385.114014,1385.114014,36800
2006-04-19,1389.134033,1399.546997,1378.796021,1396.702026,1396.702026,40600
2006-04-20,1398.098022,1404.192017,1376.961060,1385.900024,1385.900024,43400
2006-04-21,1385.922974,1419.890991,1383.449951,1416.792969,1416.792969,45600
2006-04-24,1423.409058,1429.056030,1402.269043,1409.786011,1409.786011,52000
2006-04-25,1405.897949,1409.274048,1386.125977,1399.766968,1399.766968,43200
2006-04-26,1399.067993,1426.625977,1397.348999,1417.477051,1417.477051,48400
2006-04-27,1418.902954,1424.464966,1407.140991,1416.732056,1416.732056,37600
2006-04-28,1403.522949,1444.713989,1389.345947,1440.223022,1440.223022,44600
2006-05-08,1446.991943,1497.202026,1446.991943,1497.104004,1497.104004,51600
2006-05-09,1503.239014,1532.754028,1497.994019,1531.161011,1531.161011,64600
2006-05-10,1537.561035,1554.034058,1518.334961,1545.687012,1545.687012,62800
2006-05-11,1547.556030,1583.760986,1536.291992,1537.376953,1537.376953,73200
2006-05-12,1532.878052,1603.211060,1531.233032,1602.832031,1602.832031,68400
2006-05-15,1616.259033,1664.937988,1606.569946,1664.088013,1664.088013,87800
2006-05-16,1658.692017,1678.598999,1604.784058,1613.250977,1613.250977,88200
2006-05-17,1613.229980,1640.694946,1592.185059,1625.145996,1625.145996,71000
2006-05-18,1611.656982,1630.072998,1582.962036,1617.281006,1617.281006,60600
2006-05-19,1620.213013,1664.614014,1610.040039,1659.545044,1659.545044,77000
2006-05-22,1656.754028,1674.220947,1646.682983,1657.688965,1657.688965,77200
2006-05-23,1647.962036,1648.527954,1597.102051,1604.552002,1604.552002,70000
2006-05-24,1609.741943,1634.589966,1562.386963,1590.923950,1590.923950,57200
2006-05-25,1585.465942,1598.558960,1563.863037,1591.425049,1591.425049,41000
2006-05-26,1596.564941,1614.552979,1593.093018,1613.894043,1613.894043,43800
2006-05-29,1622.108032,1648.838013,1609.005005,1648.537964,1648.537964,51800
2006-05-30,1654.979980,1663.928955,1634.900024,1657.287964,1657.287964,53000
2006-05-31,1656.284058,1667.233032,1628.678955,1641.300049,1641.300049,57000
2006-06-01,1639.672974,1684.708984,1635.745972,1684.194946,1684.194946,67800
2006-06-02,1688.781982,1695.579956,1659.140015,1669.399048,1669.399048,78200
2006-06-05,1669.235962,1685.291992,1639.680054,1684.624023,1684.624023,67200
2006-06-06,1681.219971,1692.824951,1672.813965,1679.125977,1679.125977,58400
2006-06-07,1678.238037,1678.238037,1588.970947,1589.545044,1589.545044,65000
2006-06-08,1576.435059,1596.121948,1540.933960,1591.489990,1591.489990,54600
2006-06-09,1583.956055,1594.437988,1550.202026,1551.384033,1551.384033,47000
2006-06-12,1540.215942,1566.447021,1529.503052,1552.797974,1552.797974,31400
2006-06-13,1552.098022,1570.099976,1532.058960,1548.494995,1548.494995,32400
2006-06-14,1540.635010,1540.635010,1512.520996,1531.327026,1531.327026,32400
2006-06-15,1531.246948,1551.300049,1528.229980,1533.979980,1533.979980,28400
2006-06-16,1540.187012,1574.474976,1540.187012,1574.467041,1574.467041,33600
2006-06-19,1559.984985,1591.849976,1544.931030,1586.286011,1586.286011,35600
2006-06-20,1583.870972,1592.832031,1572.582031,1592.332031,1592.332031,35600
2006-06-21,1590.607056,1617.713989,1570.083008,1598.115967,1598.115967,39800
2006-06-22,1593.097046,1605.251953,1587.798950,1596.066040,1596.066040,32400
2006-06-23,1594.494995,1608.108032,1582.019043,1605.711060,1605.711060,35000
2006-06-26,1607.786011,1635.802979,1607.786011,1633.448975,1633.448975,39400
2006-06-27,1636.703003,1642.571045,1627.592041,1639.551025,1639.551025,36400
2006-06-28,1638.229980,1642.354004,1627.067993,1639.286011,1639.286011,33200
2006-06-29,1641.927979,1672.100952,1641.927979,1671.618042,1671.618042,51800
2006-06-30,1679.723999,1690.953003,1662.280029,1672.211060,1672.211060,49800
2006-07-03,1677.311035,1697.829956,1670.015991,1697.281982,1697.281982,48600
2006-07-04,1700.322998,1702.657959,1670.130005,1681.546997,1681.546997,54400
2006-07-05,1755.222046,1757.472046,1703.584961,1718.555054,1718.555054,60800
2006-07-06,1715.279053,1742.203979,1711.651001,1741.469971,1741.469971,50000
2006-07-07,1746.520996,1750.027954,1724.675049,1730.189941,1730.189941,49400
2006-07-10,1730.697998,1737.031006,1715.828003,1734.328979,1734.328979,39000
2006-07-11,1736.985962,1746.723999,1725.230957,1745.806030,1745.806030,40000
2006-07-12,1745.878052,1753.275024,1737.999023,1740.000000,1740.000000,48800
2006-07-13,1736.207031,1737.594971,1654.485962,1655.772949,1655.772949,67400
2006-07-14,1641.137939,1676.754028,1633.897949,1665.208008,1665.208008,41600
2006-07-17,1662.046997,1684.343994,1653.603027,1682.886963,1682.886963,32200
2006-07-18,1682.359985,1684.671997,1666.311035,1684.251953,1684.251953,31400
2006-07-19,1681.770996,1681.770996,1637.485962,1645.160034,1645.160034,35000
2006-07-20,1642.624023,1658.053955,1636.259033,1655.121948,1655.121948,28600
2006-07-21,1653.811035,1669.287964,1653.506958,1665.328003,1665.328003,30000
2006-07-24,1648.749023,1667.616943,1632.687012,1665.943970,1665.943970,31200
2006-07-25,1668.137939,1690.613037,1668.137939,1685.461060,1685.461060,34200
2006-07-26,1688.537964,1691.428955,1675.661987,1686.654053,1686.654053,31200
2006-07-27,1685.347046,1701.610962,1665.385986,1675.167969,1675.167969,36200
2006-07-28,1674.430054,1678.526978,1646.345947,1662.031006,1662.031006,33200
2006-07-31,1659.535034,1659.535034,1611.162964,1612.733032,1612.733032,33600
2006-08-01,1619.635010,1625.043945,1596.657959,1600.614014,1600.614014,32400
2006-08-02,1598.758057,1608.776978,1577.901978,1600.871948,1600.871948,27800
2006-08-03,1599.745972,1609.425049,1587.119019,1601.057983,1601.057983,20800
2006-08-04,1601.608032,1612.099976,1567.250977,1570.150024,1570.150024,25800
2006-08-07,1561.801025,1570.053955,1541.412964,1547.436035,1547.436035,24000
2006-08-08,1547.905029,1581.753052,1547.905029,1580.577026,1580.577026,23400
2006-08-09,1581.802979,1585.172974,1571.708984,1578.566040,1578.566040,21600
2006-08-10,1578.354004,1606.942993,1577.859985,1606.064941,1606.064941,26400
2006-08-11,1605.597046,1610.762939,1596.217041,1605.926025,1605.926025,23400
2006-08-14,1605.202026,1611.661011,1566.722046,1570.738037,1570.738037,25600
2006-08-15,1568.266968,1596.652954,1564.397949,1595.656982,1595.656982,20200
2006-08-16,1596.056030,1616.453003,1591.857056,1616.410034,1616.410034,28600
2006-08-17,1612.411987,1612.411987,1592.845947,1603.332031,1603.332031,23400
2006-08-18,1601.567017,1614.364990,1596.562012,1598.017944,1598.017944,24000
2006-08-21,1565.457031,1602.130005,1558.099976,1601.150024,1601.150024,23400
2006-08-22,1601.522949,1619.073975,1598.776001,1613.354980,1613.354980,26800
2006-08-23,1614.392944,1621.399048,1608.740967,1612.395996,1612.395996,27200
2006-08-24,1612.698975,1623.168945,1601.886963,1623.016968,1623.016968,25000
2006-08-25,1622.480957,1630.046997,1619.734985,1623.034058,1623.034058,27800
2006-08-28,1627.123047,1651.288940,1624.281006,1650.437988,1650.437988,39400
2006-08-29,1652.671997,1667.530029,1649.593018,1651.024048,1651.024048,48000
2006-08-30,1648.348022,1656.232056,1640.281006,1655.194946,1655.194946,31400
2006-08-31,1655.902954,1661.473022,1649.996948,1658.637939,1658.637939,35200
2006-09-01,1658.660034,1660.517944,1634.026001,1636.691040,1636.691040,36000
2006-09-04,1635.332031,1657.691040,1635.121948,1657.520020,1657.520020,33000
2006-09-05,1659.737061,1669.901001,1657.046997,1664.078003,1664.078003,40600
2006-09-06,1665.130005,1672.260010,1656.863037,1672.120972,1672.120972,33600
2006-09-07,1683.781982,1683.890015,1655.407959,1661.189941,1661.189941,31600
2006-09-08,1659.702026,1671.307983,1658.672974,1667.984009,1667.984009,26600
2006-09-11,1668.161011,1675.093994,1653.010010,1674.965942,1674.965942,30600
2006-09-12,1675.197998,1699.584961,1673.441040,1695.862061,1695.862061,37400
2006-09-13,1695.350952,1713.989014,1687.048950,1689.389038,1689.389038,43000
2006-09-14,1689.630981,1696.621948,1672.884033,1689.692017,1689.692017,33800
2006-09-15,1689.604980,1722.660034,1689.510010,1721.045044,1721.045044,47000
2006-09-18,1727.915039,1733.412964,1719.160034,1732.987061,1732.987061,44800
2006-09-19,1735.301025,1743.020996,1728.288940,1735.240967,1735.240967,43400
2006-09-20,1733.636963,1737.734009,1720.834961,1732.453003,1732.453003,38800
2006-09-21,1731.584961,1743.630005,1731.222046,1740.901001,1740.901001,39600
2006-09-22,1744.604980,1746.614990,1724.104004,1725.360962,1725.360962,44800
2006-09-25,1722.744019,1732.279053,1709.770996,1722.365967,1722.365967,40200
2006-09-26,1720.781006,1721.583984,1704.774048,1712.636963,1712.636963,33200
2006-09-27,1711.514038,1725.500977,1709.765991,1725.038940,1725.038940,29200
2006-09-28,1725.515015,1740.786987,1722.218994,1736.963013,1736.963013,34000
2006-09-29,1740.058960,1755.691040,1740.058960,1752.423950,1752.423950,41200
2006-10-09,1768.144043,1786.109985,1763.110962,1785.385010,1785.385010,53000
2006-10-10,1784.219971,1793.140991,1771.855957,1784.862061,1784.862061,55200
2006-10-11,1784.517944,1792.760986,1771.015991,1790.104004,1790.104004,49200
2006-10-12,1790.630981,1792.239014,1774.141968,1778.181030,1778.181030,53200
2006-10-13,1776.510986,1792.868042,1773.233032,1784.656006,1784.656006,42600
2006-10-16,1787.699951,1789.175049,1766.307983,1771.298950,1771.298950,46800
2006-10-17,1768.628052,1777.598022,1758.311035,1763.901001,1763.901001,39200
2006-10-18,1762.404053,1787.743042,1760.883057,1787.185059,1787.185059,36800
2006-10-19,1788.582031,1799.293945,1784.344971,1792.253052,1792.253052,41400
2006-10-20,1792.599976,1801.333984,1786.343994,1790.364014,1790.364014,41400
2006-10-23,1789.645020,1797.427002,1753.494019,1759.394043,1759.394043,44400
2006-10-24,1756.457031,1805.272949,1756.457031,1805.181030,1805.181030,40000
2006-10-25,1807.030029,1825.609009,1789.905029,1806.645996,1806.645996,44600
2006-10-26,1804.892944,1816.761963,1791.947021,1810.645996,1810.645996,48800
2006-10-27,1836.213989,1842.729980,1803.214966,1807.175049,1807.175049,73800
2006-10-30,1804.366943,1815.612061,1788.286987,1809.656006,1809.656006,45400
2006-10-31,1811.468994,1839.317993,1811.468994,1837.993042,1837.993042,46600
2006-11-01,1838.680054,1855.886963,1833.201050,1855.713013,1855.713013,47800
2006-11-02,1856.921021,1857.145020,1834.843994,1851.313965,1851.313965,51800
2006-11-03,1851.404053,1873.663940,1850.151001,1866.362061,1866.362061,49800
2006-11-06,1853.186035,1886.519043,1846.010986,1886.307007,1886.307007,49600
2006-11-07,1889.534058,1897.410034,1862.932007,1889.530029,1889.530029,54800
2006-11-08,1885.854980,1886.255981,1865.223022,1866.817017,1866.817017,37800
2006-11-09,1860.953979,1899.097046,1858.594971,1896.482056,1896.482056,44000
2006-11-10,1896.928955,1920.183960,1870.959961,1883.347046,1883.347046,62800
2006-11-13,1878.703979,1905.896973,1852.102051,1863.765015,1863.765015,50000
2006-11-14,1868.172974,1888.432007,1841.822998,1888.239014,1888.239014,43200
2006-11-15,1888.538940,1923.139038,1878.694946,1922.935059,1922.935059,46600
2006-11-16,1930.926025,1976.046021,1926.723999,1941.546997,1941.546997,64000
2006-11-17,1934.636963,1972.607056,1925.149048,1971.792969,1971.792969,49400
2006-11-20,1977.529053,2018.004028,1977.529053,2017.279053,2017.279053,59200
2006-11-21,2013.067017,2037.738037,1988.926025,2037.552002,2037.552002,53800
2006-11-22,2031.296997,2062.803955,2010.791992,2041.354980,2041.354980,64800
2006-11-23,2045.081055,2071.235107,2042.151001,2062.362061,2062.362061,60800
2006-11-24,2051.470947,2057.910889,2022.625000,2050.812012,2050.812012,61200
2006-11-27,2042.192993,2049.539063,2022.378052,2047.276978,2047.276978,57800
2006-11-28,2042.379028,2051.489014,2016.473022,2038.720947,2038.720947,55000
2006-11-29,2005.987061,2059.728027,1992.537964,2054.091064,2054.091064,56000
2006-11-30,2058.770020,2102.056885,2058.770020,2099.289063,2099.289063,72800
2006-12-01,2106.294922,2112.575928,2087.601074,2102.049072,2102.049072,76200
2006-12-04,2103.816895,2164.584961,2100.559082,2161.647949,2161.647949,87200
2006-12-05,2167.363037,2195.529053,2159.322998,2173.284912,2173.284912,88200
2006-12-06,2175.378906,2192.898926,2097.416992,2156.604004,2156.604004,104400
2006-12-07,2152.593994,2206.511963,2145.788086,2156.750000,2156.750000,99200
2006-12-08,2133.354980,2164.020996,2090.402100,2093.637939,2093.637939,80800
2006-12-11,2085.058105,2181.164063,2084.266113,2180.496094,2180.496094,62600
2006-12-12,2189.694092,2228.643066,2180.370117,2218.950928,2218.950928,70200
2006-12-13,2224.428955,2244.406982,2195.638916,2223.455078,2223.455078,57400
2006-12-14,2226.000977,2250.321045,2212.905029,2249.110107,2249.110107,58400
2006-12-15,2255.239990,2275.489990,2241.198975,2273.907959,2273.907959,60600
2006-12-18,2277.281982,2335.233887,2277.281982,2332.434082,2332.434082,78200
2006-12-19,2342.179932,2381.634033,2315.985107,2364.177002,2364.177002,87000
2006-12-20,2356.261963,2381.132080,2332.927002,2373.205078,2373.205078,78200
2006-12-21,2372.464111,2386.823975,2339.908936,2342.937988,2342.937988,83200
2006-12-22,2334.272949,2366.694092,2321.922119,2343.667969,2343.667969,70400
2006-12-25,2350.127930,2452.428955,2350.127930,2435.761963,2435.761963,74000
2006-12-26,2437.854004,2505.697021,2424.936035,2479.731934,2479.731934,72200
2006-12-27,2478.062988,2538.663086,2461.071045,2536.386963,2536.386963,72200
2006-12-28,2538.951904,2611.791016,2530.331055,2567.593994,2567.593994,78800
2006-12-29,2585.416992,2698.904053,2585.416992,2675.474121,2675.474121,86800
2007-01-04,2728.187988,2847.614990,2684.818115,2715.718994,2715.718994,120200
2007-01-05,2668.576904,2685.803955,2617.019043,2641.333984,2641.333984,106200
2007-01-08,2621.068115,2708.444092,2620.625000,2707.198975,2707.198975,106800
2007-01-09,2711.049072,2809.394043,2691.360107,2807.803955,2807.803955,110800
2007-01-10,2838.113037,2841.740967,2770.988037,2825.575928,2825.575928,111800
2007-01-11,2819.366943,2841.179932,2763.885986,2770.110107,2770.110107,121600
2007-01-12,2745.321045,2782.024902,2652.577881,2668.110107,2668.110107,107400
2007-01-15,2660.070068,2795.331055,2658.878906,2794.700928,2794.700928,91800
2007-01-16,2818.663086,2830.802979,2757.205078,2821.017090,2821.017090,111200
2007-01-17,2828.400879,2870.422119,2742.587891,2778.899902,2778.899902,127400
2007-01-18,2760.944092,2784.042969,2679.705078,2756.982910,2756.982910,112400
2007-01-19,2761.885986,2833.454102,2761.885986,2832.207031,2832.207031,122000
2007-01-22,2857.895996,2934.646973,2857.895996,2933.189941,2933.189941,138600
2007-01-23,2964.687012,2970.685059,2851.918945,2949.144043,2949.144043,142800
2007-01-24,2955.424072,2994.281982,2927.720947,2975.128906,2975.128906,122000
2007-01-25,2946.503906,2947.148926,2853.822021,2857.364990,2857.364990,117200
2007-01-26,2805.956055,2905.983887,2720.826904,2882.558105,2882.558105,109600
2007-01-29,2897.253906,2954.335938,2885.861084,2945.262939,2945.262939,112000
2007-01-30,2959.397949,2980.510010,2901.761963,2930.562012,2930.562012,112000
2007-01-31,2926.074951,2929.645996,2766.747070,2786.334961,2786.334961,114200
2007-02-01,2744.813965,2801.688965,2706.291016,2785.431885,2785.431885,93400
2007-02-02,2791.489990,2796.436035,2666.862061,2673.211914,2673.211914,85400
2007-02-05,2658.073975,2672.352051,2610.331055,2612.537109,2612.537109,69200
2007-02-06,2612.839111,2677.041992,2541.524902,2675.697021,2675.697021,86600
2007-02-07,2688.959961,2745.386963,2681.329102,2716.175049,2716.175049,94800
2007-02-08,2725.139893,2751.162109,2691.268066,2737.731934,2737.731934,88400
2007-02-09,2741.479980,2747.944092,2704.364990,2730.385986,2730.385986,80800
2007-02-12,2729.835938,2807.510010,2728.782959,2807.174072,2807.174072,79000
2007-02-13,2819.137939,2835.089111,2801.312988,2831.872070,2831.872070,79000
2007-02-14,2836.819092,2915.062988,2823.382080,2905.093018,2905.093018,94000
2007-02-15,2923.666016,2994.622070,2923.666016,2993.008057,2993.008057,108800
2007-02-16,3018.179932,3036.345947,2975.826904,2998.474121,2998.474121,118000
2007-02-26,2999.085938,3041.335938,2960.745117,3040.599121,3040.599121,112000
2007-02-27,3048.829102,3049.770996,2763.395020,2771.791016,2771.791016,161400
2007-02-28,2734.594971,2888.898926,2732.884033,2881.072998,2881.072998,121400
2007-03-01,2877.202881,2878.354980,2760.912109,2797.189941,2797.189941,127400
2007-03-02,2792.940918,2846.157959,2777.795898,2831.525879,2831.525879,94000
2007-03-05,2827.675049,2858.440918,2723.064941,2785.305908,2785.305908,107000
2007-03-06,2776.166992,2866.332031,2756.960938,2840.175049,2840.175049,77000
2007-03-07,2851.747070,2911.416016,2849.647949,2896.593994,2896.593994,88000
2007-03-08,2904.185059,2928.802979,2871.464111,2928.014893,2928.014893,89000
2007-03-09,2934.492920,2962.420898,2891.813965,2937.909912,2937.909912,107200
2007-03-12,2945.923096,2958.632080,2904.743896,2954.914063,2954.914063,101600
2007-03-13,2958.095947,2966.194092,2932.233887,2964.793945,2964.793945,107200
2007-03-14,2933.678955,2934.454102,2868.806885,2906.333984,2906.333984,113800
2007-03-15,2905.976074,2955.461914,2905.976074,2951.697998,2951.697998,101800
2007-03-16,2964.093994,2979.708008,2899.031982,2930.480957,2930.480957,122600
2007-03-19,2864.256104,3037.999023,2852.857910,3014.441895,3014.441895,110000
2007-03-20,3024.781006,3033.020020,2998.803955,3032.195068,3032.195068,92800
2007-03-21,3042.097900,3057.709961,3020.948975,3057.379883,3057.379883,99200
2007-03-22,3080.602051,3099.819092,3059.381104,3071.225098,3071.225098,126000
2007-03-23,3071.808105,3085.323975,3008.154053,3074.285889,3074.285889,118600
2007-03-26,3083.937988,3123.178955,3069.472900,3122.811035,3122.811035,122600
2007-03-27,3126.024902,3145.043945,3103.779053,3138.825928,3138.825928,124600
2007-03-28,3140.679932,3180.332031,3052.077881,3173.018066,3173.018066,167200
2007-03-29,3179.802979,3273.727051,3176.525879,3197.537109,3197.537109,149600
2007-03-30,3178.496094,3212.388916,3157.030029,3183.982910,3183.982910,89400
2007-04-02,3196.586914,3253.435059,3196.586914,3252.594971,3252.594971,97400
2007-04-03,3265.676025,3292.577881,3251.522949,3291.299072,3291.299072,108600
2007-04-04,3295.976074,3308.147949,3266.559082,3291.541992,3291.541992,112600
2007-04-05,3286.163086,3326.916016,3259.625977,3319.139893,3319.139893,114600
2007-04-06,3287.684082,3334.224121,3273.854980,3323.584961,3323.584961,119600
2007-04-09,3333.422119,3399.514893,3333.261963,3398.949951,3398.949951,137400
2007-04-10,3405.232910,3444.374023,3351.104980,3444.291016,3444.291016,147800
2007-04-11,3454.416992,3497.520020,3428.781982,3495.224121,3495.224121,147600
2007-04-12,3503.227051,3532.862061,3488.076904,3531.029053,3531.029053,135400
2007-04-13,3537.219971,3563.855957,3504.160889,3518.267090,3518.267090,150600
2007-04-16,3523.217041,3597.215088,3523.217041,3596.440918,3596.440918,131000
2007-04-17,3611.629883,3622.887939,3510.498047,3611.870117,3611.870117,160600
2007-04-18,3614.677979,3623.866943,3564.229980,3612.395996,3612.395996,150400
2007-04-19,3610.023926,3617.437988,3358.929932,3449.016113,3449.016113,172800
2007-04-20,3460.904053,3591.460938,3460.904053,3584.204102,3584.204102,138800
2007-04-23,3615.789063,3710.885986,3615.789063,3710.885986,3710.885986,163400
2007-04-24,3736.154053,3762.387939,3689.134033,3720.531982,3720.531982,174400
2007-04-25,3708.571045,3769.247070,3653.989014,3743.958984,3743.958984,151800
2007-04-26,3766.476074,3784.679932,3732.601074,3783.062988,3783.062988,117200
2007-04-27,3788.748047,3802.923096,3720.595947,3759.866943,3759.866943,132200
2007-04-30,3784.271973,3851.350098,3759.479980,3841.271973,3841.271973,146600
2007-05-03,null,null,null,null,null,null
2007-05-04,null,null,null,null,null,null
2007-05-08,3937.937988,3964.714111,3901.325928,3950.010986,3950.010986,160600
2007-05-09,3961.103027,4015.218994,3875.384033,4013.084961,4013.084961,208400
2007-05-10,4021.422119,4072.137939,3991.477051,4049.700928,4049.700928,171200
2007-05-11,4024.422119,4039.667969,3949.367920,4021.677979,4021.677979,140600
2007-05-14,3970.660889,4081.426025,3940.357910,4046.392090,4046.392090,139400
2007-05-15,4055.833984,4069.845947,3891.363037,3899.177979,3899.177979,156600
2007-05-16,3890.809082,3987.405029,3845.227051,3986.042969,3986.042969,131800
2007-05-17,4002.485107,4064.282959,3982.995117,4048.292969,4048.292969,139200
2007-05-18,4041.389893,4052.096924,3999.165039,4030.258057,4030.258057,130800
2007-05-21,3902.346924,4083.416016,3892.975098,4072.225098,4072.225098,156200
2007-05-22,4091.143066,4136.629883,4086.824951,4110.378906,4110.378906,173600
2007-05-23,4125.425781,4175.443848,4093.915039,4173.708984,4173.708984,161400
2007-05-24,4188.675781,4208.388184,4089.385010,4151.132813,4151.132813,181000
2007-05-25,4133.191895,4190.469238,4111.261230,4179.775879,4179.775879,154200
2007-05-28,4221.578125,4283.930176,4215.243164,4272.110840,4272.110840,178600
2007-05-29,4288.979980,4335.962891,4262.023926,4334.923828,4334.923828,172000
2007-05-30,4087.405029,4275.236816,4015.511963,4053.087891,4053.087891,185600
2007-05-31,4006.280029,4178.106934,3858.040039,4109.653809,4109.653809,173200
2007-06-01,4120.626953,4181.278809,3966.977051,4000.741943,4000.741943,161000
2007-06-04,3981.816895,3987.269043,3659.089111,3670.400879,3670.400879,114800
2007-06-05,3564.433105,3768.562988,3404.145996,3767.101074,3767.101074,157200
2007-06-06,3781.375000,3821.697021,3682.793945,3776.316895,3776.316895,145800
2007-06-07,3787.701904,3891.403076,3779.500000,3890.802979,3890.802979,142400
2007-06-08,3900.027100,3935.785889,3852.044922,3913.135010,3913.135010,135800
2007-06-11,3942.004883,4000.416016,3930.739990,3995.679932,3995.679932,133800
2007-06-12,4011.678955,4073.180908,3910.000977,4072.137939,4072.137939,149400
2007-06-13,4110.742188,4193.445801,4102.041016,4176.479004,4176.479004,167000
2007-06-14,4162.207031,4179.725098,4085.784912,4115.208984,4115.208984,138400
2007-06-15,4085.656006,4152.541992,4067.356934,4132.868164,4132.868164,108600
2007-06-18,4195.391113,4267.740234,4193.313965,4253.348145,4253.348145,129000
2007-06-19,4247.745117,4280.850098,4209.575195,4269.523926,4269.523926,124600
2007-06-20,4269.455078,4311.997070,4164.273926,4181.323242,4181.323242,135200
